Аварийность,Адрес,Безопасность,Газоснабжение,Год постройки,Жилая,Инфраструктура,Кухня,Лифты,Метро 0,Метро 1,Метро 2,Мусоропровод,Название,Общая,Отопление,Отрицательное соседство,Парковка,Подъезды,Положительное соседство,Построен,Срок сдачи,Строительная серия,Тип дома,Тип перекрытий,Транспорт,Цена,Цена за квадрат,Экология,Этаж
Нет,"Москва, ЦАО, р-н Замоскворечье, Садовническая ул., 29",,,2016,39 м²,,8 м²,Нет, ⋅  8 мин. пешком, ⋅  12 мин. пешком, ⋅  17 мин. пешком,,"2-комн. апартаменты, 59,5 м²","59,5 м²",,,,,,,,,Монолитный,,,35500000,596 639,,4 из 4
Нет,"Москва, САО, р-н Хорошевский, Хорошевское ш., 16к2",,,2008,70 м²,,20 м²,"3 пассажирских, 3 грузовых", ⋅  3 мин. пешком,,,Есть,"2-комн. квартира, 107,8 м²","107,8 м²",Центральное,,Многоуровневая,1,,,,,Монолитный,Железобетонные,,28000000,259 740,,36 из 44
Нет,"Москва, ЗАО, р-н Раменки, Воробьевское ш., 4",,,2017,44 м²,,15 м²,1 пассажирский, ⋅  38 мин. пешком, ⋅  19 мин. пешком, ⋅  22 мин. пешком,Есть,"2-комн. квартира, 65 м²",65 м²,Центральное,,Открытая,3,,,,,Монолитный,Железобетонные,,39000000,600 000,,12 из 16
Нет,"Москва, ЦАО, р-н Хамовники, Барыковский пер., 6",,,1912,,,,"1 пассажирский, 1 грузовой", ⋅  6 мин. пешком,,,Есть,"2-комн. квартира, 106,9 м²","106,9 м²",,,Многоуровневая,2,,2009,,,Кирпичный,,,75611310,707 309,,2 из 9
Нет,"Москва, ЦАО, р-н Хамовники, Барыковский пер., 6",,,1912,,,,"1 пассажирский, 1 грузовой", ⋅  6 мин. пешком,,,Есть,"2-комн. квартира, 120,5 м²","120,5 м²",,,Многоуровневая,2,,2009,,,Кирпичный,,,85230710,707 309,,4 из 9
,"Москва, СЗАО, р-н Хорошево-Мневники, ул. Шеногина",,,,,,,Нет, ⋅  3 мин. на транспорте, ⋅  16 мин. пешком,,,"1-комн. квартира, 46,9 м²","46,9 м²",,,,,,,4 кв. 2020,,Монолитный,,,13900000,296 375,,31 из 33
Нет,"Москва, ЦАО, р-н Хамовники, Барыковский пер., 6",,,1912,55 м²,,20 м²,1 грузовой,,,,Есть,"2-комн. квартира, 107 м²",107 м²,,,Подземная,2,,,,,Кирпичный,,,82305024,769 206,,2 из 6
Нет,"Москва, ЮВАО, р-н Марьино, Новочеркасский бул., 10",,,1980,28 м²,,6 м²,1 пассажирский, ⋅  5 мин. на транспорте,,,,"2-комн. квартира, 46 м²",46 м²,Центральное,,,8,,,,II-49,Панельный,Железобетонные,,7900000,171 739,,3 из 9
Нет,"Москва, ЦАО, р-н Якиманка, ул. Большая Полянка, 44/2",,,2019,80 м²,,20 м²,1 пассажирский, ⋅  5 мин. пешком, ⋅  6 мин. пешком, ⋅  9 мин. пешком,,"2-комн. квартира, 103,1 м²","103,1 м²",Индивидуальный тепловой пункт,,Подземная,11,,2019,,,Монолитный,Железобетонные,,77953659,756 098,,2 из 7
,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд",,,,,,,, ⋅  7 мин. пешком, ⋅  4 мин. на транспорте, ⋅  4 мин. на транспорте,,"1-комн. квартира, 41,18 м²","41,18 м²",,,,,,,3 кв. 2022,,,,,11036240,268 000,,1 из 55
,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 11Г",,,,,,,"1 пассажирский, 1 грузовой", ⋅  8 мин. пешком, ⋅  11 мин. пешком, ⋅  15 мин. пешком,,"2-комн. квартира, 107,7 м²","107,7 м²",,,Подземная,,,2019,,,,,,80000000,742 804,,9 из 14
,"Москва, ЮВАО, р-н Кузьминки, Окская ул., 18К2",,,,,,"5,8 м²",, ⋅  12 мин. пешком, ⋅  20 мин. пешком, ⋅  30 мин. пешком,,"2-комн. квартира, 45 м²",45 м²,,,,,,1965,,,,,,7900000,175 556,,7 из 12
Нет,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",,,2011,64 м²,,29 м²,"4 пассажирских, 4 грузовых", ⋅  4 мин. на транспорте, ⋅  5 мин. на транспорте, ⋅  9 мин. на транспорте,,"2-комн. квартира, 124,4 м²","124,4 м²",Центральное,,Подземная,5,,,4 кв. 2018,,Монолитный,Железобетонные,,77128000,620 000,,28 из 33
,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд",,,,,,,1 пассажирский, ⋅  7 мин. пешком, ⋅  4 мин. на транспорте, ⋅  4 мин. на транспорте,,"1-комн. квартира, 43,07 м²","43,07 м²",,,Подземная,,,,3 кв. 2022,,Монолитный,,,11801180,274 000,,4 из 55
,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд",,,,,,,1 пассажирский, ⋅  7 мин. пешком, ⋅  4 мин. на транспорте, ⋅  4 мин. на транспорте,,"1-комн. квартира, 43,63 м²","43,63 м²",,,Подземная,,,,3 кв. 2022,,Монолитный,,,11561950,265 000,,1 из 55
,"Московская область, Химки, мкр. Новогорск, Новогорск Парк жилой комплекс",,,,"31,6 м²",,"12,3 м²",1 грузовой, ⋅  15 мин. на транспорте,,,Нет,"2-комн. квартира, 59,4 м²","59,4 м²",,,,,,,1 кв. 2020,,Монолитный,,,5150000,86 700,,3 из 5
,"Московская область, Химки, мкр. Новогорск, Новогорск Парк жилой комплекс",,,,"19,2 м²",,"12,4 м²",Нет, ⋅  15 мин. на транспорте,,,Нет,"1-комн. квартира, 39,4 м²","39,4 м²",,,,,,,1 кв. 2020,,Монолитный,,,3700000,93 909,,2 из 5
Нет,"Москва, СЗАО, р-н Северное Тушино, Туристская ул., 25к5",,,2013,21 м²,,"8,5 м²","2 пассажирских, 2 грузовых", ⋅  15 мин. пешком, ⋅  5 мин. на транспорте, ⋅  7 мин. на транспорте,Есть,"1-комн. квартира, 41 м²",41 м²,Центральное,,Наземная,1,,2013,,,Монолитный,Железобетонные,,9350000,228 049,,5 из 22
Нет,"Москва, ЗАО, р-н Кунцево, Ярцевская ул., 34К2",,,2019,,,"18,9 м²","2 пассажирских, 1 грузовой", ⋅  3 мин. пешком,,,Нет,"2-комн. квартира, 67 м²",67 м²,Центральное,,Подземная,2,,,1 кв. 2019,,Монолитный,Железобетонные,,19500000,291 045,,15 из 22
,"Москва, ЮАО, р-н Чертаново Южное, Чертановская ул., 53К1",,,,20 м²,,6 м²,, ⋅  15 мин. пешком, ⋅  10 мин. пешком,,,"1-комн. квартира, 35 м²",35 м²,,,,,,,,,,,,6990000,199 714,,5 из 9
Нет,"Москва, ЦАО, р-н Пресненский, Мантулинская ул., 9к1",,,,35 м²,,10 м²,"1 пассажирский, 1 грузовой", ⋅  12 мин. пешком, ⋅  15 мин. пешком, ⋅  12 мин. пешком,Есть,"2-комн. квартира, 57,8 м²","57,8 м²",,,Подземная,,,2019,,,,,,25500000,441 176,,7 из 7
Нет,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",,,2011,89 м²,,10 м²,"4 пассажирских, 4 грузовых", ⋅  4 мин. на транспорте, ⋅  5 мин. на транспорте, ⋅  9 мин. на транспорте,,"2-комн. квартира, 120,8 м²","120,8 м²",Центральное,,Подземная,5,,,4 кв. 2018,,Монолитный,Железобетонные,,72600000,600 993,,6 из 33
,"Москва, САО, р-н Хорошевский, ул. Зорге",,,,"34,3 м²",,"15,2 м²",1 пассажирский, ⋅  12 мин. пешком, ⋅  14 мин. пешком, ⋅  15 мин. пешком,,"2-комн. квартира, 65,1 м²","65,1 м²",,,Открытая,,,,1 кв. 2022,,Монолитный,,,14771190,226 900,,7 из 8
,"Москва, ЦАО, р-н Пресненский, Большая Никитская ул., 49",,,,"31,4 м²",,"9,1 м²","1 пассажирский, 1 грузовой", ⋅  7 мин. пешком, ⋅  10 мин. пешком,,,"2-комн. квартира, 54,6 м²","54,6 м²",,,,,,,,,,,,28500000,521 978,,11 из 14
Нет,"Москва, ЗАО, р-н Фили-Давыдково, Давыдковская ул., 18",,,2012,,,,Нет, ⋅  5 мин. на транспорте, ⋅  6 мин. на транспорте, ⋅  18 мин. пешком,,"2-комн. квартира, 82 м²",82 м²,Центральное,,,2,,,,,Монолитный,Железобетонные,,25500000,310 976,,2 из 22
Нет,"Москва, САО, р-н Хорошевский, ул. Викторенко, 16С1",,,2016,,,,2 пассажирских, ⋅  10 мин. пешком, ⋅  6 мин. на транспорте, ⋅  17 мин. пешком,,"2-комн. апартаменты, 35,7 м²","35,7 м²",,,Наземная,,,1969,,,Монолитный,,,8000000,224 090,,3 из 5
,"Москва, ЮЗАО, р-н Черемушки, ул. Наметкина, 17/68",,,,35 м²,,12 м²,, ⋅  3 мин. на транспорте, ⋅  15 мин. пешком, ⋅  19 мин. пешком,,"2-комн. квартира, 59 м²",59 м²,,,,,,,,,,,,14200000,240 678,,11 из 17
Нет,"Москва, САО, р-н Хорошевский, ул. Куусинена, 4Ак4",,Центральное,1973,19 м²,,"6,7 м²",1 пассажирский, ⋅  4 мин. пешком, ⋅  7 мин. пешком, ⋅  12 мин. пешком,Нет,"1-комн. квартира, 32,6 м²","32,6 м²",Центральное,,,4,,1973,,II-49Д,Панельный,Железобетонные,,7650000,234 663,,3 из 9
Нет,"Москва, ЮЗАО, р-н Южное Бутово, 2-я Мелитопольская ул., 21К3",,,1997,"30,5 м²",,"8,6 м²","1 пассажирский, 1 грузовой", ⋅  9 мин. на транспорте, ⋅  25 мин. пешком, ⋅  15 мин. на транспорте,Есть,"2-комн. квартира, 53 м²",53 м²,Центральное,,Наземная,5,,1997,,П-55,Панельный,Железобетонные,,7700000,145 283,,13 из 14
,"Москва, ЗАО, р-н Кунцево",,,,,,,"2 пассажирских, 2 грузовых", ⋅  9 мин. пешком, ⋅  5 мин. на транспорте,,,"2-комн. квартира, 51 м²",51 м²,,,,,,,2 кв. 2021,,Монолитный,,,11700000,229 412,,11 из 22
,"Москва, САО, р-н Беговой, Беговая ул., 7",,,,"33,2 м²",,"7,8 м²",,,,,,"2-комн. квартира, 54 м²",54 м²,,,,,,,,,,,,11100000,205 556,,5 из 10
Нет,"Москва, ЦАО, р-н Хамовники, Пожарский пер., 10",,Центральное,1910,72 м²,,,Нет, ⋅  7 мин. пешком,,,,"2-комн. квартира, 90 м²",90 м²,Центральное,,,3,,,,,Кирпичный,Смешанные,,39000000,433 333,,3 из 5
Нет,"Москва, ЦАО, р-н Таганский, ул. Талалихина, 8",,,2009,95 м²,,,Нет, ⋅  8 мин. пешком,,,,"4-комн. квартира, 119 м²",119 м²,Центральное,,,4,,,,,,Железобетонные,,68500000,575 630,,6 из 18
Нет,"Москва, ЦАО, р-н Тверской, Большой Гнездниковский пер., 10",,Центральное,1914,33 м²,,,Нет, ⋅  3 мин. пешком, ⋅  3 мин. пешком,,,"1-комн. квартира, 42 м²",42 м²,Центральное,,,2,,,,,Кирпичный,Железобетонные,,19000000,452 381,,2 из 11
Нет,"Москва, ЮЗАО, р-н Южное Бутово, Старокрымская ул., 17",,,2016,33 м²,,13 м²,Нет, ⋅  15 мин. пешком, ⋅  25 мин. пешком, ⋅  4 мин. на транспорте,Нет,"2-комн. квартира, 68,4 м²","68,4 м²",Центральное,,,4,,,,,Монолитный,Железобетонные,,13100000,191 520,,6 из 23
,"Московская область, Видное, Совхозная ул., 4",,,,20 м²,,8 м²,1 пассажирский, ⋅  15 мин. на транспорте,,,Нет,"1-комн. квартира, 30,6 м²","30,6 м²",,,Наземная,,,2018,,,,,,4300000,140 523,,2 из 3
,"Москва, СЗАО, р-н Покровское-Стрешнево, Волоколамский проезд",,,,"26,8 м²",,"11,8 м²",1 пассажирский, ⋅  6 мин. пешком, ⋅  7 мин. пешком, ⋅  5 мин. на транспорте,,"2-комн. апартаменты, 51,9 м²","51,9 м²",,,Подземная,,,,2 кв. 2022,,Монолитный,,,7411320,142 800,,5 из 22
